text,label
Touma,0
Trinder,0
Nahas,0
Kensington,0
Chew,1
Qureshi,0
Ranger,0
Matthams,0
Essa,0
Freedman,0
Dornan,0
Griffin,0
Docker,0
Anwar,0
Edge,0
Fakhoury,0
Shammas,0
Keane,0
Sharp,0
Zogby,0
Ghannam,0
Redfern,0
Ainsworth,0
Malouf,0
Eccleston,0
Sayegh,0
Roff,0
Zogby,0
Lightfoot,0
Malouf,0
Levin,0
Haik,0
Aswad,0
Parkin,0
Sayegh,0
Antar,0
Koury,0
Mccaffrey,0
She,1
Rodgers,0
Foulkes,0
Leary,0
Ogden,0
Tapscott,0
Daher,0
Le tissier,0
Jacob,0
Isherwod,0
Pailing,0
Keegan,0
Sayegh,0
Ferdinand,0
Tuma,0
Dyerson,0
Tahan,0
Freight,0
Winn,0
Kouri,0
Allum,0
Said,0
Stephenson,0
Wilkes,0
Gadsden,0
Cowan,0
Trent,0
Jonas,0
Anscombe,0
Newham,0
Fothergill,0
Botros,0
Shamon,0
Robson,0
Kaddour,0
Mcphail,0
Baird,0
Pattison,0
Amari,0
Najjar,0
Omalley,0
Lowry,0
Edgerton,0
Griff,0
Yeoman,0
Otten,0
Youssouf,0
Nazari,0
Lamb,0
Bahar,0
Cockburn,0
Said,0
Openshaw,0
Weldon,0
Sabbag,0
Simpson,0
Hanania,0
Neaverson,0
Kalb,0
Baba,0
Morcos,0
Shearer,0
Sheehan,0
Guirguis,0
Eden,0
Nielsen,0
Norman,0
Froggett,0
Quraishi,0
Ashworth,0
Mcloughlin,0
Peng,1
Nahas,0
Ferrier,0
Veasey,0
Blundell,0
Addley,0
Kassab,0
Kydd,0
Roles,0
Norburn,0
Exley,0
Olan,0
Langford,0
Boyd,0
Nelms,0
Najjar,0
Durrant,0
Sullivan,0
Bata,0
Saliba,0
Sleiman,0
Bazzi,0
Binnington,0
James,0
Morcos,0
Woodhouse,0
Abboud,0
Kiely,0
Kattan,0
Salib,0
Ironmonger,0
Kau,1
Isgate,0
Fewtrell,0
Walshe,0
Easton,0
Nahas,0
Rennalls,0
Vickerman,0
Haigh,0
Nixon,0
Assaf,0
Asker,0
Cashmore,0
Salisbury,0
Awad,0
Parks,0
Fearon,0
Whyte,0
Halliwell,0
Shammas,0
Templeton,0
Sarkis,0
Dutt,0
Awad,0
Shaw,1
Naylor,0
Corr,0
Haddad,0
Gunston,0
Cham,0
Noyce,0
Quinton,0
Assaf,0
Mansour,0
Worsnop,0
Mccormick,0
Mansour,0
Srour,0
Dagher,0
Ocallaghan,0
Tian,1
Jowett,0
Rees,0
Legg,0
Wellman,0
Dagher,0
Nahas,0
Meng,1
Hussein,0
Heath,0
Farhall,0
Yorston,0
Townsley,0
Khu,1
Davison,0
Jeffcock,0
Clowes,0
Morcos,0
Urwin,0
Mccluskey,0
Crown,0
Noyes,0
Harry,0
Garvey,0
Gosling,0
Deeb,0
Bata,0
Dacey,0
Bahar,0
Litchfield,0
Pagan,0
Thorne,0
Lindop,0
Furse,0
Strange,0
Burland,0
Chaplin,0
Windsor,0
Venables,0
Sayegh,0
Sabbag,0
Kearton,0
Abboud,0
Shakespeare,0
Townsend,0
Saliba,0
Nassar,0
Sneddon,0
Parrott,0
Boden,0
Ackroyd,0
Colman,0
Turland,0
Salib,0
Davies,0
Saliba,0
Nelson,0
Pugh,0
Abraham,0
Leighton,0
Leadley,0
Pelling,0
Jin,1
Cotter,0
Harkness,0
Charles,0
Daher,0
Rixon,0
She,1
Woodhead,0
Pennell,0
Hogg,0
Pullen,0
Aylett,0
Varley,0
Macfarlane,0
Dalzell,0
Butcher,0
Collard,0
Shamon,0
Mcpherson,0
Sam,1
Jarman,0
Bata,0
Attia,0
Tse,1
Srour,0
Lockett,0
Kilbride,0
Boutros,0
Naifeh,0
Ellery,0
Epton,0
Kingston,0
Morcos,0
Kingsley,0
Antar,0
Lanham,0
Mikhail,0
Gerges,0
Bitar,0
Tannous,0
Westwell,0
Koury,0
Robins,0
Doolin,0
Hassan,0
Otter,0
Sui,1
Salib,0
Iggleden,0
Seah,1
Najjar,0
Khouri,0
Shamoun,0
Barber,0
Mckenzie,0
Mifsud,0
Morcos,0
Jenkinson,0
Bitar,0
Ealham,0
Firth,0
Pasfield,0
Shammas,0
Aswad,0
Farnworth,0
Abel,0
Peace,0
Whittle,0
Fakhoury,0
Aird,0
Baines,0
Hackett,0
Sabbag,0
Love,0
Masih,0
Piper,0
Hughes,0
Appleton,0
Macleod,0
Last,0
Oram,0
Russell,0
Lawal,0
Mcneil,0
Stroud,0
Helm,0
Wraight,0
Curran,0
Deeb,0
Rigg,0
Copeland,0
Zhu,1
Stark,0
Ackary,0
Peterson,0
Gascoyne,0
Leckie,0
Heathcote,0
Blakeley,0
Kavanagh,0
Jakeman,0
Kassab,0
Glennie,0
Boutros,0
Felton,0
Santos,0
Quraishi,0
Handal,0
Stephen,0
Blackman,0
Broadbent,0
Holding,0
Freeman,0
Bloggs,0
Wigley,0
Awad,0
Whittaker,0
Stocker,0
Turrell,0
Nassar,0
Ganim,0
Fenn,0
Hadad,0
Tudor,0
Mustafa,0
Nie,1
Allcock,0
Gerges,0
Morgan,0
Nessbert,0
Glasby,0
Rowland,0
Howie,0
Iddon,0
Fairbairn,0
Zogby,0
Cham,0
Fenton,0
Barnard,0
Mifsud,0
Amari,0
Dobbin,0
Haddad,0
Kenyon,0
Hadad,0
Baz,0
Collins,0
Guirguis,0
Zhan,1
Maughan,0
Vikers,0
Whitworth,0
Corlett,0
Tasker,0
Ellison,0
Cummings,0
Mustafa,0
Stamp,0
Botros,0
Dimmock,0
Dwyer,0
Elmes,0
Shalhoub,0
Flannery,0
Orbell,0
Abboud,0
Haik,0
Gerges,0
Wilkin,0
Foreman,0
Liang,1
Summers,0
Piercey,0
Stanton,0
Timson,0
Shammas,0
Lawton,0
Koury,0
Assaf,0
Attia,0
Quraishi,0
Sarraf,0
Quraishi,0
Rousset,0
Almasi,0
Seif,0
Nader,0
Totah,0
Forbes,0
Escott,0
Shamon,0
Haik,0
Ollerhead,0
Arian,0
Jiu,1
Morris,0
Handal,0
Arscott,0
Hunt,0
Patton,0
Sarkis,0
Trueman,0
Mustafa,0
Galvin,0
Vallance,0
Anker,0
Ba,0
Gandham,0
Wrigglesworth,0
Boutros,0
Essa,0
Sabbag,0
Renna,0
Hawker,0
Shammas,0
Shamoon,0
Abadi,0
Fielding,0
Payne,0
Cornish,0
Sharples,0
Duffield,0
Quan,1
Samaha,0
Awad,0
Wane,0
Reardon,0
Gene,0
Ashbridge,0
Perrett,0
Evrard,0
Nettleton,0
Mustafa,0
Mansour,0
Odonnell,0
Curry,0
Bate,0
Gerges,0
Latham,0
Lendon,0
Chappell,0
Buckley,0
Darlington,0
Makin,0
Isa,0
Ahmed,0
Mccabe,0
Percival,0
Tierney,0
Kalb,0
Malouf,0
Coles,0
Cassidy,0
Maalouf,0
Bishara,0
Sayegh,0
Peal,0
Srour,0
Oakes,0
Macintyre,0
Walter,0
Burns,0
Tuckey,0
Richards,0
Cham,0
Najjar,0
Rowlands,0
Partington,0
Mackenzie,0
Moghadam,0
Zong,1
Qing,1
Sleiman,0
Bahar,0
Gerges,0
Ronald,0
Purse,0
Carson,0
Parr,0
Robertson,0
Leeming,0
Touma,0
Keyte,0
Wei,1
Shammas,0
Malouf,0
Auborn,0
Passmore,0
Shadid,0
Conway,0
Stenhouse,0
Flack,0
Perkins,0
Churchill,0
Casey,0
Travill,0
Oldfield,0
Ghannam,0
Driscoll,0
Broadhurst,0
Reddy,0
Zogby,0
Alker,0
Kimber,0
Donlan,0
Barnes,0
Youlden,0
Maloof,0
Lowe,0
Kanaan,0
Yep,1
Batchelor,0
Morley,0
Steward,0
Fortin,0
Thorp,0
Turke,0
Matthews,0
Dagher,0
Elworthy,0
Isa,0
Antar,0
Dervish,0
Yarnall,0
Downton,0
Bland,0
Oconnell,0
Leroy,0
Towle,0
Cairns,0
Asker,0
Oriley,0
Nicolas,0
Bahar,0
Kitching,0
Snelling,0
Bazzi,0
Essa,0
Rahal,0
Nazari,0
Poyser,0
Nickolls,0
Hadad,0
Wasem,0
Salt,0
Maddocks,0
Wakeham,0
Sargent,0
Kassis,0
Awad,0
Vickars,0
Robinson,0
Victor,0
Huo,1
Basara,0
Magee,0
Proctor,0
Westwood,0
Khoury,0
Fitzpatrick,0
Kilner,0
Kassis,0
Boutros,0
Frusher,0
Ganim,0
Nahas,0
Allan,0
Milford,0
Lilley,0
Vickery,0
Field,0
Darcy,0
Kenworthy,0
Hopkinson,0
Shamoon,0
Dicker,0
Awad,0
Sleiman,0
Leeson,0
Morcos,0
Dougal,0
Titmarsh,0
Chai,1
Fearnley,0
Fairhurst,0
Hajjar,0
Yap,1
Hadad,0
Dowson,0
Elmhirst,0
Isa,0
Bazzi,0
Masih,0
Halabi,0
Conroy,0
Prentice,0
Illingworth,0
Morton,0
Raval,0
Kenneford,0
Mcarthur,0
Mansour,0
Haik,0
Mullins,0
Mcmahon,0
Bradbury,0
Arrowsmith,0
Knightley,0
Sanderson,0
Thien,1
Toland,0
Fricker,0
Nahas,0
Houston,0
Nova,0
Ba,0
Bahar,0
Isa,0
Bayliss,0
Sayegh,0
Entwistle,0
Kassis,0
Iles,0
Browning,0
Antar,0
Batten,0
Charnock,0
Hawkridge,0
Heywood,0
Warriner,0
Butler,0
Nassar,0
Durber,0
Franklin,0
Waters,0
Gale,0
Lim,1
Tompkin,0
Mifsud,0
Chou,1
Frankland,0
Tuma,0
Kassis,0
Gerges,0
Brooks,0
Hemmings,0
Mitchell,0
Knowler,0
Rippin,0
Mifsud,0
Yun,1
Geaney,0
Almasi,0
Geng,1
George,0
Walton,0
Daugherty,0
Greaves,0
Kouri,0
Carney,0
Harb,0
Templeman,0
Shamon,0
Bian,1
Luxton,0
Kimble,0
Ow-Yang,1
Naifeh,0
Redding,0
Zogby,0
Fernyhough,0
Livingstone,0
Crouch,0
Houghton,0
Ronflard,0
Deeb,0
Chan,1
Tahan,0
Webster,0
Boutros,0
Bata,0
Shamoon,0
Squires,0
Hawtin,0
Rahal,0
Hanlon,0
Tahan,0
Niu,1
Harb,0
Jennings,0
Arian,0
Unsworth,0
Cook,0
Gaber,0
Knab,0
Asghar,0
Conneely,0
Hall,0
Guo,1
Peyton,0
Ludlow,0
Hadad,0
Baz,0
Gomez,0
Rutherford,0
Ware,0
Long,0
Jennison,0
Kui,1
Vaughn,0
Marlow,0
Oxenham,0
Haik,0
Niles,0
Errity,0
Garland,0
Alford,0
Holloway,0
Charlton,0
Allport,0
Houlton,0
Kaufman,0
Asker,0
Ganim,0
Seif,0
Sabbagh,0
Asghar,0
Sleiman,0
Ba,0
Fullerton,0
Sabbagh,0
Khoury,0
Srour,0
Nicholls,0
Issa,0
Booth,0
Cao,1
Wang,1
Furniss,0
Welton,0
Gallacher,0
Quraishi,0
Mikhail,0
Donohoe,0
Trigg,0
Wither,0
Plumb,0
Xuan,1
Doherty,0
Pitt,0
Ashcroft,0
Shamoon,0
Maroun,0
Ekin,0
Temple,0
Kalb,0
Koury,0
Luke,0
Deacon,0
Osullivan,0
Stuckey,0
Waterfield,0
Western,0
Odea,0
Fraser,0
Yeardsley,0
Sabbag,0
Mifsud,0
Yarwood,0
Rapson,0
Mckay,0
Rickard,0
Bai,1
Asker,0
Saliba,0
Greenhill,0
Quraishi,0
Elven,0
Owings,0
Izzard,0
Abadi,0
Dalby,0
Morcos,0
Palin,0
Birch,0
Foss,0
Inglefield,0
Malley,0
Naser,0
Morcos,0
Driffield,0
Acton,0
Downer,0
Howes,0
Xie,1
Lame,0
Slade,0
Crawford,0
Wan,1
Naifeh,0
Pedley,0
Abbey,0
Gaber,0
Waller,0
Kenning,0
Grose,0
Sallis,0
Addison,0
Salib,0
Shamon,0
Bowen,0
Jiao,1
Hiu,1
Ramm,0
Steele,0
Kingscott,0
Atterton,0
Trafford,0
Downing,0
Rahal,0
Finbow,0
Kenrick,0
Samaha,0
Eaton,0
Thoms,0
Ghanem,0
Frame,0
Esan,0
Peck,0
Kerrigan,0
Samaha,0
Mohammed,0
Elling,0
Nilsen,0
Lord,0
Mansour,0
Small,0
Bahar,0
Leahy,0
Turnham,0
Nader,0
Doble,0
Amod,0
Kysel,0
Jems,0
Norgrove,0
Haddad,0
Attia,0
Levett,0
Lunt,0
Agar,0
Wells,0
Neyland,0
Morcos,0
Jupp,0
Allkins,0
Baba,0
Masih,0
Crosby,0
Hand,0
Warwick,0
Amari,0
Tahan,0
Street,0
Boutros,0
Greenaway,0
Inglethorpe,0
Sarraf,0
Holder,0
Wooldridge,0
Lees,0
Leck,0
Bishara,0
Okey,0
Andrew,0
Quraishi,0
Kanaan,0
Maalouf,0
Ling,1
Harman,0
Smullen,0
Salib,0
Main,0
Chong,0
Forman,0
Sarraf,0
Basara,0
Bridges,0
Porter,0
Rahal,0
Draper,0
Aylward,0
Jesson,0
Avenue,0
Allgood,0
Topham,0
Mack,0
Benson,0
Pierce,0
Partridge,0
Kiddle,0
Elsmore,0
Ebden,0
Botros,0
De ath,0
Thorley,0
Dagher,0
Johannson,0
Florey,0
Horner,0
Frederikson,0
Ghannam,0
Amari,0
Masih,0
Schmidt,0
Brook,0
Chapple,0
Malouf,0
Haslam,0
Bahar,0
Lennard,0
Said,0
Jewett,0
Mcdougall,0
Fakhoury,0
Sabbagh,0
Noble,0
Baz,0
Shalhoub,0
Aswad,0
Au-Yong,1
Tilley,0
Turnock,0
Girling,0
Leonard,0
Farre,0
Tong,1
Freeburn,0
Potts,0
Cockle,0
Whiteley,0
Koury,0
Martin,0
Sabbag,0
Shamon,0
Hardy,0
Egleton,0
Kirkbride,0
Law,1
Jopson,0
Qiu,1
Handal,0
Ryan,0
Yule,0
Robert,0
Goddard,0
Abboud,0
Tyne,0
Finn,0
Layton,0
Fowler,0
Safar,0
Masih,0
Shi,1
Daly,0
Matheson,0
Stainton,0
Sarraf,0
Atkin,0
Xin,1
Antoun,0
Penn,0
Mctaggart,0
Grinham,0
Kingman,0
Malouf,0
Antar,0
Antoun,0
David,0
Mao,1
Handal,0
Johns,0
Wasem,0
Veale,0
Kouma,0
Bishara,0
Reasbeck,0
Teal,0
Pascoe,0
Smallwood,0
Collingwood,0
Stringer,0
Tahan,0
Millar,0
Nader,0
Bryson,0
Cham,0
Attia,0
Salmon,0
Reygan,0
Bull,0
Cartwright,0
Twine,0
Baz,0
Mikhail,0
Robishaw,0
Knight,0
Etherton,0
Goulden,0
Toma,0
Wrench,0
Sanchez,0
Mears,0
Peters,0
Issac,0
Daher,0
Cameron,0
Notman,0
Haik,0
Dodds,0
Kipling,0
Touma,0
Loughran,0
Yue,1
Teoh,1
Greenwood,0
Osmond,0
Lonsdale,0
Torrens,0
Alway,0
Halabi,0
Ganim,0
Shamoon,0
Gibb,0
Fitchett,0
Botros,0
Almasi,0
Assaf,0
Kouri,0
Linford,0
Sheldon,0
Hedley,0
Thornhill,0
Buxton,0
Naifeh,0
Pereira,0
Shepherd,0
Kenney,0
Maalouf,0
Seif,0
Attia,0
Burton,0
Klein,0
Maalouf,0
Knighton,0
Harb,0
Wagstaff,0
Parkinson,0
Hadad,0
Creasey,0
Melia,0
Koury,0
Curley,0
Kassis,0
Edmond,0
Cham,0
Thean,1
Thompson,0
Wan,1
Core,0
Koury,0
Boutros,0
Connell,0
Hills,0
Mikhail,0
Samaha,0
Flaherty,0
Fisher,0
Wasem,0
Winfer,0
Ainley,0
Ganim,0
Asghar,0
Rahal,0
Lester,0
Albrighton,0
Jenner,0
Najjar,0
Bishara,0
Anderton,0
Lewington,0
Tow,1
Martinez,0
Elson,0
D arcy,0
Hanania,0
Basara,0
Qin,1
Eagle,0
Yoman,0
Baba,0
Clark,0
Stone,0
Coulson,0
Samaha,0
Gledhill,0
Waldron,0
Saliba,0
Taggart,0
Hor,1
Preece,0
Northcott,0
Lange,0
Whiteford,0
Edon,0
Lovey,0
Keight,0
Hakimi,0
Atiyeh,0
Atiyeh,0
Knappett,0
Westlake,0
Pears,0
Feltham,0
Khouri,0
Kirwin,0
Ropple,0
Green,0
Monaghan,0
Ganim,0
Gerges,0
Shadid,0
Elkin,0
Maloof,0
Whitaker,0
Salib,0
Ganim,0
Hadad,0
Wade,0
Arkins,0
Wray,0
Dolcy,0
Atiyeh,0
Hawkes,0
Delamarre,0
Deng,1
Spooner,0
Gardener,0
Shamoon,0
Byrne,0
Kalb,0
Hayes,0
Trump,0
Gerges,0
Najjar,0
Riddle,0
Kuai,1
Miles,0
Zogby,0
Issa,0
Ghanem,0
Kan,1
Emberey,0
Down,0
Glennon,0
Mather,0
Allaway,0
Kanaan,0
Bitar,0
Holgate,0
Halabi,0
Reynolds,0
Cowie,0
Dowler,0
Hayward,0
Zhou,1
Nickel,0
Jarrold,0
Kassab,0
Callaghan,0
Tozer,0
Gauntlett,0
Torrance,0
Naser,0
Moy,1
Hole,0
Gaber,0
Shuai,1
Adair,0
Sarraf,0
Tobin,0
Chieu,1
Totah,0
Lennox,0
Bloom,0
Eyres,0
Naughton,0
Conrad,0
Wasem,0
Naifeh,0
Roth,0
Boulos,0
Wilde,0
Ketley,0
Ganim,0
Endroe,0
Hajjar,0
Winfield,0
Hakimi,0
North,0
Whitley,0
Nahas,0
You,1
Redin,0
Treble,0
Kassis,0
Denis,0
Mustafa,0
Maloof,0
Flynn,0
Bishara,0
Downs,0
Maloof,0
Eedie,0
Guirguis,0
Sterling,0
Sze,1
Metcalf,0
Tahan,0
Haddad,0
Rodger,0
Atiyeh,0
Heather,0
Galliford,0
Purcell,0
Harden,0
Vine,0
Mcnally,0
Kirtley,0
Peacock,0
Shamoun,0
Assaf,0
Crowe,0
Morcos,0
Okeefe,0
Sherman,0
Walsh,0
Whittley,0
Eastaway,0
Nassar,0
Curwood,0
Essa,0
Newsham,0
Rahal,0
Wareing,0
Shamoun,0
Kone,0
Kellems,0
Salib,0
Elfman,0
Tannous,0
Jansen,0
Toma,0
Rahal,0
Line,0
Ratcliffe,0
Milne,0
Vince,0
Jepson,0
Astle,0
Asghar,0
Heaton,0
Baz,0
Zogby,0
Prevost,0
Eglan,0
Strickland,0
Herron,0
Rhodes,0
Fleetwood,0
Nevis,0
Srour,0
Sabbag,0
Edmundson,0
Nazari,0
Sayegh,0
Bowman,0
Ballard,0
Rycroft,0
Kalb,0
Bateman,0
Flanders,0
Burgess,0
Gilmore,0
Lovell,0
Woodland,0
Wen,1
Sarkis,0
Antar,0
Hong,1
Dixon,0
Lincoln,0
Evans,0
Donovan,0
Basara,0
Hatton,0
Trew,0
Wheatley,0
Baz,0
Redman,0
Powis,0
Nazari,0
Eilers,0
French,0
Painter,0
Rosso,0
Totah,0
Rooke,0
Lewis,0
Broomfield,0
Jian,1
Sylvester,0
Bacon,0
Essa,0
Nader,0
Langston,0
Upfield,0
Warden,0
Handal,0
Carroll,0
Ostcliffe,0
Burke,0
Lynes,0
Huan,1
Fearn,0
Kaul,0
Hadad,0
Swanson,0
Tuthill,0
Dymond,0
Mulligan,0
Essa,0
Thorndyke,0
Nicholson,0
Norsworthy,0
Nader,0
Guan,1
Ferguson,0
Lumsden,0
Khoury,0
Kattan,0
Mah,1
Edler,0
Bishara,0
Shuo,1
Attard,0
Handal,0
Tomas,0
Pei,1
Totah,0
Riley,0
Cong,1
Gough,0
Mackie,0
Mifsud,0
Zogby,0
Pomphrey,0
Johnstone,0
Ganim,0
Koury,0
Winward,0
Bradley,0
Seymour,0
Tinsley,0
Mullen,0
Oman,0
Kinder,0
Moreton,0
Hadad,0
Furey,0
Thackray,0
Hajjar,0
Rowlinson,0
Coburn,0
Cham,0
Atiyeh,0
Samaha,0
Cormack,0
Leek,0
Abadi,0
Maclean,0
Thurlow,0
Lambert,0
Everitt,0
Squire,0
Butterworth,0
Adrol,0
Upjohn,0
Alderson,0
Wasem,0
Kennedy,0
Whitehouse,0
Antar,0
Arian,0
Humphreys,0
Graves,0
Crossland,0
Asker,0
Safar,0
Faust,0
Ghannam,0
Fearns,0
Hanania,0
Zhang,1
Teng,1
Wills,0
Avis,0
Hannam,0
Toma,0
Qureshi,0
Gaber,0
Safar,0
Srour,0
Shammas,0
Tonge,0
Farrington,0
Leedham,0
Wormald,0
Younge,0
Gaber,0
Issa,0
Maroun,0
Hadad,0
Lao,1
Safar,0
Dennis,0
Deeb,0
Kinnersley,0
Mifsud,0
Moghadam,0
Pickard,0
Emmett,0
Lawrance,0
Tao,1
Elkington,0
Reade,0
Dai,1
Bazzi,0
Ghannam,0
Hine,0
Zogby,0
Newill,0
Ralston,0
Garber,0
Srour,0
Sabbag,0
Tilson,0
Longhurst,0
Bishara,0
Shamon,0
Bains,0
Daher,0
Dagher,0
Joe,1
Daher,0
Buck,0
Attia,0
Jackman,0
Clamp,0
Denton,0
Quirke,0
Crabb,0
Redwood,0
Gerges,0
Molloy,0
Hiscocks,0
More,0
Khoury,0
Hajjar,0
Gaber,0
Everett,0
Major,0
Koury,0
Tahan,0
Shand,0
Basara,0
Palmer,0
Roman,0
Wilkie,0
Kumar,0
Manning,0
Shea,0
Xue,1
Lopes,0
Sabbag,0
Sayegh,0
Dagher,0
Said,0
Tarrant,0
Ewles,0
Handal,0
Awad,0
Bristow,0
Ricketts,0
Mikhail,0
Gavin,0
Kilnan,0
Sarraf,0
Najjar,0
Isaacs,0
Arian,0
Halabi,0
Khoury,0
Tong,0
Srour,0
Jiggens,0
Evenden,0
Jacks,0
Carnegie,0
Nassar,0
Mustafa,0
Kiernan,0
Keay,0
Amos,0
Probert,0
Jerry,0
Mottram,0
Asfour,0
Worth,0
Hewlett,0
Glaister,0
Thom,0
Hakimi,0
Zogby,0
Nader,0
Chen,1
Beech,0
Wolfe,0
Romans,0
Wasem,0
Luker,0
Crook,0
Elleray,0
Kouri,0
Ganim,0
Shadid,0
Cooper,0
Killeen,0
Stout,0
Kanaan,0
Bellamy,0
Tunks,0
Atiyeh,0
Wise,0
Pickering,0
Awad,0
Tyrer,0
Lethbridge,0
Pocock,0
Dubois,0
Asfour,0
Clegg,0
Gaber,0
Patel,0
Kinnison,0
Mifsud,0
Rui,1
Emberson,0
Haddad,0
Abboud,0
Holt,0
Till,0
York,0
Keilty,0
Gillett,0
Froggatt,0
Roebuck,0
Farley,0
Tolley,0
Finan,0
Amari,0
Wyer,0
Fleming,0
Guirguis,0
Godby,0
Miller,0
Dan,1
Guirguis,0
Anthony,0
Kitt,0
Wales,0
Malouf,0
Kerridge,0
Mustafa,0
Totah,0
Rumsey,0
Kendell,0
Davis,0
Lock,0
Oatway,0
Thirlwall,0
Dyer,0
Collier,0
Bowes,0
Grierson,0
Yarker,0
Stoppard,0
Alber,0
Tomes,0
Cresswell,0
Tennant,0
Essa,0
Mei,1
Baba,0
Bower,0
Alesbury,0
Jamieson,0
Lau,1
Shamoun,0
Bazzi,0
Rick,0
Guirguis,0
Fakhoury,0
Xiong,1
Geldart,0
Wilmot,0
Thomson,0
Hui,1
Wilks,0
Emerson,0
Edgell,0
Titmuss,0
Ewing,0
Kruger,0
Lander,0
Mclean,0
Sarraf,0
Sarraf,0
Khouri,0
Rook,0
Roussel,0
Arian,0
Dundon,0
Regan,0
Edkins,0
Gillen,0
Aston,0
Shalhoub,0
Vollans,0
Zheng,1
Gilchrist,0
Abboud,0
Kirby,0
Amin,0
Woodward,0
Mcfarlane,0
Bernard,0
Gong,1
Mustafa,0
Akhtar,0
Kilford,0
Koury,0
Sleiman,0
Keeling,0
Antar,0
Jarrett,0
Howells,0
Giles,0
Essa,0
Readman,0
Sabbagh,0
Dagher,0
Sleiman,0
Drummond,0
Braithwaite,0
Hopes,0
Maloney,0
Stokoe,0
Arian,0
Knox,0
Harb,0
Finney,0
Eburne,0
Glenn,0
Plouvin,0
Rogan,0
Needham,0
Sarkis,0
Pine,0
Chong,1
Haddad,0
Hitchcock,0
Kempson,0
Halabi,0
Fakhoury,0
Bryan,0
Srour,0
Ventura,0
Corner,0
Estlick,0
Tonner,0
Nichols,0
Jordison,0
Arian,0
Tannous,0
Osman,0
Danby,0
Khouri,0
Eadie,0
Shamoon,0
Farnum,0
Prosser,0
Greensmith,0
Tahan,0
Vass,0
Henry,0
Caldwell,0
Kempster,0
Linsby,0
Guirguis,0
Ban,1
Johanson,0
Keaveney,0
Tuffnell,0
Thonon,0
Arah,0
Stacey,0
Tan,1
Tannous,0
Aslam,0
Abadi,0
Woodford,0
Kanaan,0
Bain,0
Kalb,0
Elphick,0
Woodham,0
Walmsley,0
Najjar,0
Viner,0
Luckhurst,0
Aitchison,0
Malouf,0
Sharma,0
Stafford,0
Attia,0
Findlay,0
Rush,0
Peel,0
Stockley,0
Fakhoury,0
Fenwick,0
Carpenter,0
Potter,0
Loftus,0
Adams,0
Neal,0
Kilmurry,0
Young,0
Burch,0
Shadid,0
Kassis,0
Jiang,1
Kassab,0
Sayegh,0
Aldred,0
Biggs,0
Innes,0
Sellers,0
Boutros,0
Mckenna,0
Safar,0
Anstee,0
Mcnamara,0
Sarraf,0
Horrocks,0
Maalouf,0
Naifeh,0
Harrington,0
Hindle,0
Sleiman,0
Attia,0
Bishara,0
Rochford,0
Hamill,0
Furness,0
Lavery,0
Hood,0
Adanet,0
Coomber,0
Malone,0
Smith,0
Bitar,0
Hill,0
Burrows,0
Bartlett,0
Pringle,0
Sleiman,0
Mcavoy,0
Jensen,0
Barlow,0
Khouri,0
Sandison,0
Tickner,0
Earl,0
Wren,0
Mcshane,0
Haddad,0
Farren,0
Sarkis,0
Fabb,0
Blanchard,0
Godfrey,0
Hinde,0
Topley,0
Herbert,0
Handal,0
Wateridge,0
Flowers,0
Hadad,0
Baba,0
Tuma,0
Nassar,0
Ming,1
Molyneux,0
Bazzi,0
Glynn,0
Baz,0
Arthur,0
Antoun,0
Smart,0
Nahas,0
Harwood,0
Bennett,0
Mustafa,0
Jeffrey,0
Packard,0
Lin,1
Ganim,0
Dunford,0
Lakey,0
Rushby,0
Lyall,0
Shamon,0
Aldersley,0
Shalhoub,0
Hagan,0
Attia,0
Kapoor,0
Kennard,0
Collinson,0
Kouri,0
Ba,0
Toomey,0
Baba,0
Qiu,1
Hao,1
Yallop,0
Edney,0
Nassar,0
Rahal,0
Saliba,0
Stevens,0
Devon,0
Aldridge,0
Irwin,0
Nader,0
Crawley,0
Ibbotson,0
Shadid,0
Mckie,0
Yapp,0
Grainger,0
Slocombe,0
Said,0
Fakhoury,0
Weston,0
Ellrott,0
Nokes,0
Sabbag,0
Simms,0
Noach,0
Gerges,0
Wardle,0
Boulos,0
Gerges,0
Antar,0
Fordham,0
Gerges,0
Wasem,0
Issa,0
Almasi,0
Maguire,0
Kinsley,0
Locke,0
Forester,0
Pipe,0
Arian,0
Harb,0
Rahal,0
Parkes,0
Reed,0
Corcoran,0
Shamoun,0
Sayegh,0
Asghar,0
Nahas,0
Lowndes,0
Prime,0
Carmichael,0
Garner,0
Kassis,0
Gillard,0
Kolt,0
Lloyd,0
Nazari,0
Timberlake,0
Wiltshire,0
Higginson,0
Atiyeh,0
Gaumont,0
Jewers,0
Neish,0
Guest,0
Tahan,0
Oxley,0
Tannous,0
Edgar,0
Farrar,0
Paul,0
Utton,0
Daher,0
Essan,0
Roche,0
Naifeh,0
Dunmore,0
Yabsley,0
Abboud,0
Bob,0
Harb,0
Valentine,0
Moghadam,0
Edmonds,0
Trattles,0
Metcalfe,0
Browne,0
Bill,0
Cham,0
Mustafa,0
Bithell,0
Sleiman,0
Shamoun,0
Ellis,0
Tahan,0
Caplan,0
Hew,1
Issa,0
Deeb,0
Mcdonagh,0
Shalhoub,0
Kattan,0
Wilkins,0
Keeley,0
Maynard,0
Shadid,0
Deeb,0
Nedd,0
Hallett,0
Bryant,0
Nahas,0
Ganem,0
Eyett,0
Kanaan,0
